doc.value,author.value,author_name.value,coauthors.value
https://data.archives-ouvertes.fr/document/hal-00707536v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Anne-Marie Pinna-Dery&https://data.archives-ouvertes.fr/author/512713--Annie Authosserre-Cavarero&https://data.archives-ouvertes.fr/author/733564--Cyril Faucher&https://data.archives-ouvertes.fr/author/109872--Frederic Bertrand&https://data.archives-ouvertes.fr/author/353292--Hubert Dubois&https://data.archives-ouvertes.fr/author/429903--Jean-Yves Lafaye&https://data.archives-ouvertes.fr/author/109870--Johan Montagnat&https://data.archives-ouvertes.fr/author/johan-montagnat--Mireille Blay-Fornarino&https://data.archives-ouvertes.fr/author/mireille-blay-fornarino--Olivier Le Goaer&https://data.archives-ouvertes.fr/author/olivier-le-goaer--Philippe Collet&https://data.archives-ouvertes.fr/author/132247--Philippe Lahire&https://data.archives-ouvertes.fr/author/philippe-lahire--Sophie Dupuy-Chessa&https://data.archives-ouvertes.fr/author/sophie-dupuy-chessa--Stéphane Ducasse&https://data.archives-ouvertes.fr/author/stephane-ducasse
https://data.archives-ouvertes.fr/document/hal-01015267v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby
https://data.archives-ouvertes.fr/document/hal-01236947v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby
https://data.archives-ouvertes.fr/document/hal-01089635v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Arnaud Zucker&https://data.archives-ouvertes.fr/author/482588--Catherine Jacquemard&https://data.archives-ouvertes.fr/author/catherine-jacquemard--Isabelle Draelants&https://data.archives-ouvertes.fr/author/isabelle-draelants--Molka Tounsi Dhouib&https://data.archives-ouvertes.fr/author/molka-tounsi-dhouib--Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby--Pierre-Yves Buard&https://data.archives-ouvertes.fr/author/1118244
https://data.archives-ouvertes.fr/document/hal-00005722v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Alain Giboin&https://data.archives-ouvertes.fr/author/alain-giboin--Jean-Paul Stromboni&https://data.archives-ouvertes.fr/author/53799--Sylvain Dehors&https://data.archives-ouvertes.fr/author/53796
https://data.archives-ouvertes.fr/document/hal-02168164v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Antonia Ettorre&https://data.archives-ouvertes.fr/author/11521589--Franck Michel&https://data.archives-ouvertes.fr/author/fmichel--Olivier Gargominy&https://data.archives-ouvertes.fr/author/1419616--Sandrine Tercerie&https://data.archives-ouvertes.fr/author/1419617
https://data.archives-ouvertes.fr/document/hal-01531157v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby
https://data.archives-ouvertes.fr/document/inria-00070387v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Fabien Gandon&https://data.archives-ouvertes.fr/author/fabien-gandon--Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby--Rose Dieng-Kuntz&https://data.archives-ouvertes.fr/author/98115
https://data.archives-ouvertes.fr/document/hal-01688798v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Oscar Rodríguez Rocha&https://data.archives-ouvertes.fr/author/oscarrodriguez
https://data.archives-ouvertes.fr/document/hal-01400924v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Hatim Aouzal&https://data.archives-ouvertes.fr/author/1419153--Michel Buffa&https://data.archives-ouvertes.fr/author/1535818--Thierry Bergeron&https://data.archives-ouvertes.fr/author/1419152
https://data.archives-ouvertes.fr/document/hal-01811490v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Alain Giboin&https://data.archives-ouvertes.fr/author/alain-giboin--Oscar Rodríguez Rocha&https://data.archives-ouvertes.fr/author/oscarrodriguez
https://data.archives-ouvertes.fr/document/hal-01589162v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Fabien Gandon&https://data.archives-ouvertes.fr/author/fabien-gandon--Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby
https://data.archives-ouvertes.fr/document/hal-00813675v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Anne-Marie Pinna-Déry&https://data.archives-ouvertes.fr/author/471426--Annie Authosserre-Cavarero&https://data.archives-ouvertes.fr/author/733564--Cyril Faucher&https://data.archives-ouvertes.fr/author/742619--Frédéric Bertrand&https://data.archives-ouvertes.fr/author/frederic-bertrand-l3i--Hubert Dubois&https://data.archives-ouvertes.fr/author/493265--Jean-Yves Lafaye&https://data.archives-ouvertes.fr/author/710405--Johan Montagnat&https://data.archives-ouvertes.fr/author/johan-montagnat--Mireille Blay-Fornarino&https://data.archives-ouvertes.fr/author/mireille-blay-fornarino--Olivier Le Goaer&https://data.archives-ouvertes.fr/author/olivier-le-goaer--Philippe Collet&https://data.archives-ouvertes.fr/author/633387--Philippe Lahire&https://data.archives-ouvertes.fr/author/philippe-lahire--Sophie Dupuy-Chessa&https://data.archives-ouvertes.fr/author/sophie-dupuy-chessa--Stéphane Ducasse&https://data.archives-ouvertes.fr/author/stephane-ducasse
https://data.archives-ouvertes.fr/document/inria-00467984v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby
https://data.archives-ouvertes.fr/document/hal-01570108v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Cédric Lopez&https://data.archives-ouvertes.fr/author/1078332--Elena Cabrio&https://data.archives-ouvertes.fr/author/1089405--Fabien Gandon&https://data.archives-ouvertes.fr/author/fabien-gandon--Frédérique Segond&https://data.archives-ouvertes.fr/author/frederique-segond--Molka Tounsi Dhouib&https://data.archives-ouvertes.fr/author/molka-tounsi-dhouib
https://data.archives-ouvertes.fr/document/hal-01187445v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Fabien Gandon&https://data.archives-ouvertes.fr/author/fabien-gandon--Ge Song&https://data.archives-ouvertes.fr/author/1110320--Zide Meng&https://data.archives-ouvertes.fr/author/1200238
https://data.archives-ouvertes.fr/document/hal-00790338v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Bruno Fies&https://data.archives-ouvertes.fr/author/747432--Khalil Riad Bouzidi&https://data.archives-ouvertes.fr/author/996433--Nhan Le Thanh&https://data.archives-ouvertes.fr/author/1100037
https://data.archives-ouvertes.fr/document/hal-00819258v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Christophe Desclaux&https://data.archives-ouvertes.fr/author/845608--Mireille Blay-Fornarino&https://data.archives-ouvertes.fr/author/mireille-blay-fornarino--Simon Urli&https://data.archives-ouvertes.fr/author/781140
https://data.archives-ouvertes.fr/document/hal-01335652v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Arnaud Zucker&https://data.archives-ouvertes.fr/author/482588--Irene Pajón Leyra&https://data.archives-ouvertes.fr/author/1344575
https://data.archives-ouvertes.fr/document/hal-00790330v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Bruno Fies&https://data.archives-ouvertes.fr/author/747432--Khalil Riad Bouzidi&https://data.archives-ouvertes.fr/author/996433--Marc Bourdeau&https://data.archives-ouvertes.fr/author/819156--Nhan Le Thanh&https://data.archives-ouvertes.fr/author/1100037
https://data.archives-ouvertes.fr/document/hal-02058664v2,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Andrea G. B. Tettamanzi&https://data.archives-ouvertes.fr/author/andrea-g-b-tettamanzi--Elena Cabrio&https://data.archives-ouvertes.fr/author/1184174--Fabien Gandon&https://data.archives-ouvertes.fr/author/fabien-gandon--Franck Michel&https://data.archives-ouvertes.fr/author/fmichel--Michel Buffa&https://data.archives-ouvertes.fr/author/1535818--Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby--Serena Villata&https://data.archives-ouvertes.fr/author/serena-villata
https://data.archives-ouvertes.fr/document/hal-02915414v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,&https://data.archives-ouvertes.fr/author/12020054--Antonia Ettorre&https://data.archives-ouvertes.fr/author/11521589--Fabien Gandon&https://data.archives-ouvertes.fr/author/fabien-gandon--Franck Michel&https://data.archives-ouvertes.fr/author/fmichel
https://data.archives-ouvertes.fr/document/hal-00790333v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Bruno Fies&https://data.archives-ouvertes.fr/author/747432--Khalil Riad Bouzidi&https://data.archives-ouvertes.fr/author/996433--Nhan Le Thanh&https://data.archives-ouvertes.fr/author/1100037--Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby
https://data.archives-ouvertes.fr/document/hal-00685022v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby--Oumy Seye&https://data.archives-ouvertes.fr/author/710378
https://data.archives-ouvertes.fr/document/hal-01722792v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Fabien Gandon&https://data.archives-ouvertes.fr/author/fabien-gandon--Franck Michel&https://data.archives-ouvertes.fr/author/fmichel
https://data.archives-ouvertes.fr/document/hal-01967630v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Fabien Gandon&https://data.archives-ouvertes.fr/author/fabien-gandon--Géraud Fokou Pelap&https://data.archives-ouvertes.fr/author/1656424
https://data.archives-ouvertes.fr/document/hal-03066167v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,&https://data.archives-ouvertes.fr/author/12155875--&https://data.archives-ouvertes.fr/author/12155876--Cédric Lauradoux&https://data.archives-ouvertes.fr/author/664300--Franck Ramus&https://data.archives-ouvertes.fr/author/franck-ramus--Marie-Christine Rousset&https://data.archives-ouvertes.fr/author/960059
https://data.archives-ouvertes.fr/document/hal-01086351v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Amine Hallili&https://data.archives-ouvertes.fr/author/1100150--Elena Cabrio&https://data.archives-ouvertes.fr/author/1100151
https://data.archives-ouvertes.fr/document/hal-01520115v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Fabien Gandon&https://data.archives-ouvertes.fr/author/fabien-gandon--Zide Meng&https://data.archives-ouvertes.fr/author/1200238
https://data.archives-ouvertes.fr/document/hal-00903568v2,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Franck Michel&https://data.archives-ouvertes.fr/author/fmichel--Johan Montagnat&https://data.archives-ouvertes.fr/author/johan-montagnat
https://data.archives-ouvertes.fr/document/hal-02157559v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Alain Giboin&https://data.archives-ouvertes.fr/author/alain-giboin--David Darmon&https://data.archives-ouvertes.fr/author/david-darmon--Elisa Noual&https://data.archives-ouvertes.fr/author/11512811--Fabien Gandon&https://data.archives-ouvertes.fr/author/fabien-gandon--Raphaël Gazzotti&https://data.archives-ouvertes.fr/author/rgazzott--Virginie Lacroix-Hugues&https://data.archives-ouvertes.fr/author/1472363
https://data.archives-ouvertes.fr/document/hal-01531172v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby
https://data.archives-ouvertes.fr/document/hal-02936146v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Catherine Faron Zucker&https://data.archives-ouvertes.fr/author/catherine-faron-zucker--Cédric Lopez&https://data.archives-ouvertes.fr/author/1078332--Elena Cabrio&https://data.archives-ouvertes.fr/author/1089405--Fabien Gandon&https://data.archives-ouvertes.fr/author/fabien-gandon--Frédérique Segond&https://data.archives-ouvertes.fr/author/frederique-segond--Molka Tounsi Dhouib&https://data.archives-ouvertes.fr/author/molka-tounsi-dhouib
https://data.archives-ouvertes.fr/document/hal-01150215v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Fabien Gandon&https://data.archives-ouvertes.fr/author/fabien-gandon--Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby--Rose Dieng-Kuntz&https://data.archives-ouvertes.fr/author/98115
https://data.archives-ouvertes.fr/document/hal-01948604v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,&https://data.archives-ouvertes.fr/author/12198092--Chiara Ghidini&https://data.archives-ouvertes.fr/author/798862--Yannick Toussaint&https://data.archives-ouvertes.fr/author/11344735
https://data.archives-ouvertes.fr/document/hal-01330124v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby
https://data.archives-ouvertes.fr/document/hal-01948599v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Rinke Hoekstra&https://data.archives-ouvertes.fr/author/11344732--Tassilo Pellegrini&https://data.archives-ouvertes.fr/author/11344733--Victor de Boer&https://data.archives-ouvertes.fr/author/11212239
https://data.archives-ouvertes.fr/document/hal-01201744v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Hassina Seridi&https://data.archives-ouvertes.fr/author/406490--Samia Beldjoudi&https://data.archives-ouvertes.fr/author/1217460
https://data.archives-ouvertes.fr/document/hal-01187393v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Fabien Gandon&https://data.archives-ouvertes.fr/author/fabien-gandon--Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby
https://data.archives-ouvertes.fr/document/hal-01015281v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Alban Gaignard&https://data.archives-ouvertes.fr/author/alban-gaignard--Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby--Oumy Seye&https://data.archives-ouvertes.fr/author/1045734
https://data.archives-ouvertes.fr/document/hal-01330146v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Franck Michel&https://data.archives-ouvertes.fr/author/fmichel--Johan Montagnat&https://data.archives-ouvertes.fr/author/johan-montagnat
https://data.archives-ouvertes.fr/document/hal-01822512v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby
https://data.archives-ouvertes.fr/document/hal-01401357v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Chloé Martin&https://data.archives-ouvertes.fr/author/chloe-martin--Cécile Callou&https://data.archives-ouvertes.fr/author/cecile-callou--Franck Michel&https://data.archives-ouvertes.fr/author/fmichel--Frédéric Vest&https://data.archives-ouvertes.fr/author/1419618--Johan Montagnat&https://data.archives-ouvertes.fr/author/johan-montagnat--Olivier Gargominy&https://data.archives-ouvertes.fr/author/1419616--Sandrine Tercerie&https://data.archives-ouvertes.fr/author/1419617
https://data.archives-ouvertes.fr/document/hal-01187384v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Andrea G. B. Tettamanzi&https://data.archives-ouvertes.fr/author/andrea-g-b-tettamanzi--Fabien Gandon&https://data.archives-ouvertes.fr/author/fabien-gandon
https://data.archives-ouvertes.fr/document/lirmm-00389753v2,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Alain Giboin&https://data.archives-ouvertes.fr/author/alain-giboin--Alain Gutierrez&https://data.archives-ouvertes.fr/author/alain-gutierrez--Fabien Gandon&https://data.archives-ouvertes.fr/author/fabien-gandon--Jean-François Baget&https://data.archives-ouvertes.fr/author/jfbaget--Marie-Laure Mugnier&https://data.archives-ouvertes.fr/author/marie-laure-mugnier--Michel Leclère&https://data.archives-ouvertes.fr/author/michel-leclere--Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby--Rallou Thomopoulos&https://data.archives-ouvertes.fr/author/rallou--Rose Dieng-Kuntz&https://data.archives-ouvertes.fr/author/98115
https://data.archives-ouvertes.fr/document/hal-01349382v1,https://data.archives-ouvertes.fr/author/1217461,Catherine Faron Zucker,Olivier Corby&https://data.archives-ouvertes.fr/author/oliviercorby--Raphaël Gazzotti&https://data.archives-ouvertes.fr/author/rgazzott
https://data.archives-ouvertes.fr/document/hal-01089063v1,https://data.archives-ouvertes.fr/author/53799,Jean-Paul Stromboni,Marc Berthod&https://data.archives-ouvertes.fr/author/97626--Shan Yu&https://data.archives-ouvertes.fr/author/shan-yu
https://data.archives-ouvertes.fr/document/inria-00074954v1,https://data.archives-ouvertes.fr/author/53799,Jean-Paul Stromboni,Josiane Zerubia&https://data.archives-ouvertes.fr/author/97606--Marc Berthod&https://data.archives-ouvertes.fr/author/97626--Zoltan Kato&https://data.archives-ouvertes.fr/author/101415
https://data.archives-ouvertes.fr/document/hal-00005722v1,https://data.archives-ouvertes.fr/author/53799,Jean-Paul Stromboni,Alain Giboin&https://data.archives-ouvertes.fr/author/alain-giboin--Catherine Faron Zucker&https://data.archives-ouvertes.fr/author/catherine-faron-zucker--Sylvain Dehors&https://data.archives-ouvertes.fr/author/53796
https://data.archives-ouvertes.fr/document/hal-00089393v1,https://data.archives-ouvertes.fr/author/70165,Karim Ben Chehida,Christian Gamrat&https://data.archives-ouvertes.fr/author/117804--Gogniat Guy&https://data.archives-ouvertes.fr/author/guy-gogniat--Jean Luc Philippe&https://data.archives-ouvertes.fr/author/117802--Jean-Philippe Diguet&https://data.archives-ouvertes.fr/author/jean-philippe-diguet--Michel Auguin&https://data.archives-ouvertes.fr/author/117805--Philippe Kajfasz&https://data.archives-ouvertes.fr/author/104467--Sébastien Bilavarn&https://data.archives-ouvertes.fr/author/sebastien-bilavarn--Xavier Fornari&https://data.archives-ouvertes.fr/author/117806--Yannick Le Moullec&https://data.archives-ouvertes.fr/author/111337
https://data.archives-ouvertes.fr/document/hal-00106323v1,https://data.archives-ouvertes.fr/author/70165,Karim Ben Chehida,Christian Gamrat&https://data.archives-ouvertes.fr/author/117804--Gogniat Guy&https://data.archives-ouvertes.fr/author/guy-gogniat--Jean-Philippe Diguet&https://data.archives-ouvertes.fr/author/jean-philippe-diguet--Michel Auguin&https://data.archives-ouvertes.fr/author/117805--Philippe Kajfasz&https://data.archives-ouvertes.fr/author/104467--Xavier Fornari&https://data.archives-ouvertes.fr/author/117806--Yannick Le Moullec&https://data.archives-ouvertes.fr/author/111337
https://data.archives-ouvertes.fr/document/hal-00490707v1,https://data.archives-ouvertes.fr/author/70165,Karim Ben Chehida,Anne-Marie Déplanche&https://data.archives-ouvertes.fr/author/anne-marie-deplanche--Anne-Marie Fouillart&https://data.archives-ouvertes.fr/author/499464--Cécile Belleudy&https://data.archives-ouvertes.fr/author/499462--Farat Thabet&https://data.archives-ouvertes.fr/author/499460--Florian Broekaert&https://data.archives-ouvertes.fr/author/499463--M.K. Bhatti&https://data.archives-ouvertes.fr/author/499461--Michel Auguin&https://data.archives-ouvertes.fr/author/117805--Raphaël David&https://data.archives-ouvertes.fr/author/499459--Richard Urunuela&https://data.archives-ouvertes.fr/author/46806--Vincent Seignole&https://data.archives-ouvertes.fr/author/959270--Yvon Trinquet&https://data.archives-ouvertes.fr/author/460406
https://data.archives-ouvertes.fr/document/hal-02428664v1,https://data.archives-ouvertes.fr/author/70165,Karim Ben Chehida,Benoit Miramond&https://data.archives-ouvertes.fr/author/benoitmiramond--Dinh-Khanh Ho&https://data.archives-ouvertes.fr/author/11120766--Michel Auguin&https://data.archives-ouvertes.fr/author/1586717
https://data.archives-ouvertes.fr/document/hal-00868237v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Carme Torras&https://data.archives-ouvertes.fr/author/861201--Christophe Jermann&https://data.archives-ouvertes.fr/author/christophe-jermann--Vicente Ruiz de Angulo&https://data.archives-ouvertes.fr/author/861200
https://data.archives-ouvertes.fr/document/hal-00411330v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Arnold Neumaier&https://data.archives-ouvertes.fr/author/1063789
https://data.archives-ouvertes.fr/document/hal-00518507v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,&https://data.archives-ouvertes.fr/author/12304153
https://data.archives-ouvertes.fr/document/hal-00297250v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Claude Michel&https://data.archives-ouvertes.fr/author/52301--Michel Rueher&https://data.archives-ouvertes.fr/author/michel-rueher
https://data.archives-ouvertes.fr/document/hal-00431183v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Collins Pieter&https://data.archives-ouvertes.fr/author/446326
https://data.archives-ouvertes.fr/document/hal-01587979v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Sébastien Briot&https://data.archives-ouvertes.fr/author/sebastien-briot
https://data.archives-ouvertes.fr/document/hal-02415459v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Antoine Marendet&https://data.archives-ouvertes.fr/author/11703348--Christophe Jermann&https://data.archives-ouvertes.fr/author/christophe-jermann--Gilles Chabert&https://data.archives-ouvertes.fr/author/gilles-chabert
https://data.archives-ouvertes.fr/document/hal-00835210v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Christophe Jermann&https://data.archives-ouvertes.fr/author/christophe-jermann--Daisuke Ishii&https://data.archives-ouvertes.fr/author/491169--Damien Chablat&https://data.archives-ouvertes.fr/author/damien-chablat--Stéphane Caro&https://data.archives-ouvertes.fr/author/stephane-caro
https://data.archives-ouvertes.fr/document/hal-00481068v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Frédéric Benhamou&https://data.archives-ouvertes.fr/author/457398--Jean-Marie Normand&https://data.archives-ouvertes.fr/author/jean-marie-normand--Marc Christie&https://data.archives-ouvertes.fr/author/112930
https://data.archives-ouvertes.fr/document/hal-02488309v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Daisuke Ishii&https://data.archives-ouvertes.fr/author/491169--Naoki Yonezaki&https://data.archives-ouvertes.fr/author/1502289
https://data.archives-ouvertes.fr/document/hal-01238717v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,&https://data.archives-ouvertes.fr/author/12046510--Gilles Chabert&https://data.archives-ouvertes.fr/author/gilles-chabert
https://data.archives-ouvertes.fr/document/hal-00971348v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Christophe Jermann&https://data.archives-ouvertes.fr/author/christophe-jermann--Daisuke Ishii&https://data.archives-ouvertes.fr/author/491169--Damien Chablat&https://data.archives-ouvertes.fr/author/damien-chablat--Stéphane Caro&https://data.archives-ouvertes.fr/author/stephane-caro
https://data.archives-ouvertes.fr/document/hal-01408600v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Christophe Jermann&https://data.archives-ouvertes.fr/author/christophe-jermann--D. Ishii&https://data.archives-ouvertes.fr/author/1427298
https://data.archives-ouvertes.fr/document/hal-02491783v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Guillaume Jeanneau&https://data.archives-ouvertes.fr/author/11764543--Sébastien Briot&https://data.archives-ouvertes.fr/author/sebastien-briot--Vincent Begoc&https://data.archives-ouvertes.fr/author/vincent-begoc
https://data.archives-ouvertes.fr/document/hal-00431129v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Michel Claude&https://data.archives-ouvertes.fr/author/446279--Michel Rueher&https://data.archives-ouvertes.fr/author/michel-rueher
https://data.archives-ouvertes.fr/document/hal-00481180v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Frédéric Benhamou&https://data.archives-ouvertes.fr/author/457398--Jean-Marie Normand&https://data.archives-ouvertes.fr/author/jean-marie-normand--Marc Christie&https://data.archives-ouvertes.fr/author/405171
https://data.archives-ouvertes.fr/document/hal-02956402v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,&https://data.archives-ouvertes.fr/author/12058066--&https://data.archives-ouvertes.fr/author/12304153--Bertrand Neveu&https://data.archives-ouvertes.fr/author/52256--Gilles Chabert&https://data.archives-ouvertes.fr/author/gilles-chabert--Gilles Trombettoni&https://data.archives-ouvertes.fr/author/gilles-trombettoni--Luc Jaulin&https://data.archives-ouvertes.fr/author/11783035--Simon Rohou&https://data.archives-ouvertes.fr/author/simon-rohou--Victor Reyes&https://data.archives-ouvertes.fr/author/11793778
https://data.archives-ouvertes.fr/document/hal-01435808v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Adrien Koessler&https://data.archives-ouvertes.fr/author/11170547--Nicolas Bouton&https://data.archives-ouvertes.fr/author/nicolas-bouton--Sébastien Briot&https://data.archives-ouvertes.fr/author/sebastien-briot
https://data.archives-ouvertes.fr/document/hal-00878729v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Benjamin Martin&https://data.archives-ouvertes.fr/author/434475--Christophe Jermann&https://data.archives-ouvertes.fr/author/christophe-jermann--Laurent Granvilliers&https://data.archives-ouvertes.fr/author/laurent-granvilliers
https://data.archives-ouvertes.fr/document/hal-00481284v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Gilles Chabert&https://data.archives-ouvertes.fr/author/gilles-chabert
https://data.archives-ouvertes.fr/document/hal-00481290v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Gilles Chabert&https://data.archives-ouvertes.fr/author/gilles-chabert
https://data.archives-ouvertes.fr/document/hal-01408601v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Christophe Jermann&https://data.archives-ouvertes.fr/author/christophe-jermann--D. Ishii&https://data.archives-ouvertes.fr/author/1427298
https://data.archives-ouvertes.fr/document/hal-00481169v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Daisuke Ishii&https://data.archives-ouvertes.fr/author/491169--Hiroshi Hosobe&https://data.archives-ouvertes.fr/author/437187--Kazunori Ueda&https://data.archives-ouvertes.fr/author/491170
https://data.archives-ouvertes.fr/document/hal-00481202v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Wayne Hayes&https://data.archives-ouvertes.fr/author/491184
https://data.archives-ouvertes.fr/document/hal-00835183v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Claude Michel&https://data.archives-ouvertes.fr/author/861131--Michel Rueher&https://data.archives-ouvertes.fr/author/michel-rueher--Yahia Lebbah&https://data.archives-ouvertes.fr/author/491473
https://data.archives-ouvertes.fr/document/hal-00428678v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Frédéric Goualard&https://data.archives-ouvertes.fr/author/frederic-goualard
https://data.archives-ouvertes.fr/document/hal-01408599v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Benjamin Martin&https://data.archives-ouvertes.fr/author/434475--Christophe Jermann&https://data.archives-ouvertes.fr/author/christophe-jermann--Laurent Granvilliers&https://data.archives-ouvertes.fr/author/laurent-granvilliers
https://data.archives-ouvertes.fr/document/hal-02490672v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Daisuke Ishii&https://data.archives-ouvertes.fr/author/491169--Naoki Yonezaki&https://data.archives-ouvertes.fr/author/1502289
https://data.archives-ouvertes.fr/document/hal-00481215v1,https://data.archives-ouvertes.fr/author/861122,Alexandre Goldsztejn,Wayne Hayes&https://data.archives-ouvertes.fr/author/491184
