author.value,doc.value,title.value,versionOf.value,issuedAt.value,lab.value,labName.value,type.value,country.value,availableAt.value,nameAgg.value,nameAuth.value,address.value,citation.value
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-00715079v1,Synthesis of Dendritic β-Diketones and Their Application in Copper-Catalyzed Diaryl Ether Formation,https://data.archives-ouvertes.fr/document/hal-00715079,2012-02-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Michel Keller-- Mykhailo Ianchuk-- Sonia Ladeira-- Marc Taillefer-- Anne-Marie Caminade-- et al.. Synthesis of Dendritic β-Diketones and Their Application in Copper-Catalyzed Diaryl Ether Formation. European Journal of Organic Chemistry-- Wiley-VCH Verlag-- 2012-- pp.1056-1062. &#x27E8;10.1002/ejoc.201101521&#x27E9;. &#x27E8;hal-00715079&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923197v1,Advances in combination therapies based on nanoparticles for efficacious cancer treatment: an analytical report,https://data.archives-ouvertes.fr/document/hal-01923197,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,S. Mignani-- M. Bryszewska-- B. Klajnert-Maculewicz-- M. Zablocka-- Jean Pierre Majoral. Advances in combination therapies based on nanoparticles for efficacious cancer treatment: an analytical report. Biomacromolecules-- American Chemical Society-- 2015-- 16 (1)-- pp.1-27. &#x27E8;10.1021/bm501285t&#x27E9;. &#x27E8;hal-01923197&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923198v1,Biological activity of mesoporous dendrimer-coated titanium dioxide: Insight on the role of the surface–interface composition and the framework crystallinity,https://data.archives-ouvertes.fr/document/hal-01923198,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Katarzyna Milowska-- Aneta Rybczynska-- Joanna Mosiolek-- Joanna Durdyn-- Eligia M. Szewczyk-- et al.. Biological activity of mesoporous dendrimer-coated titanium dioxide: Insight on the role of the surface–interface composition and the framework crystallinity. ACS Applied Materials & Interfaces-- Washington-- D.C. : American Chemical Society-- 2015-- 7 (36)-- pp.19994-20003. &#x27E8;10.1021/acsami.5b04780&#x27E9;. &#x27E8;hal-01923198&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923201v1,Synthesis of onion-peel nanodendritic structures with sequential functional phosphorus diversity,https://data.archives-ouvertes.fr/document/hal-01923201,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Nadia Katir-- Nabil El brahmi-- A. El kadib-- S. Mignani-- A.-M. Caminade-- et al.. Synthesis of onion-peel nanodendritic structures with sequential functional phosphorus diversity. Chemistry - A European Journal-- Wiley-VCH Verlag-- 2015-- 21 (17)-- pp.6400-6408. &#x27E8;10.1002/chem.201500138&#x27E9;. &#x27E8;hal-01923201&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923203v1,Anticancer siRNA cocktails as a novel tool to treat cancer cells. Part (A). Mechanisms of interaction,https://data.archives-ouvertes.fr/document/hal-01923203,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Maksim Ionov-- J. Lazniewska-- Volha Dzmitruk-- Inessa Halets-- Svetlana Loznikova-- et al.. Anticancer siRNA cocktails as a novel tool to treat cancer cells. Part (A). Mechanisms of interaction. International Journal of Pharmaceutics-- Elsevier-- 2015-- 485 (1–2)-- pp.261-269. &#x27E8;10.1016/j.ijpharm.2015.03.024&#x27E9;. &#x27E8;hal-01923203&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923204v1,"Ternary cooperative assembly-polymeric condensation of photoactive viologen, phosphonate-terminated dendrimers and crystalline anatase nanoparticles",https://data.archives-ouvertes.fr/document/hal-01923204,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Nadia Katir-- Y. Brahmi-- Jean Pierre Majoral-- M. Bousmina-- A. El Kadib. Ternary cooperative assembly-polymeric condensation of photoactive viologen-- phosphonate-terminated dendrimers and crystalline anatase nanoparticles. Chemical Communications-- Royal Society of Chemistry-- 2015-- 51 (100)-- pp.17716-17719. &#x27E8;10.1039/c5cc07872e&#x27E9;. &#x27E8;hal-01923204&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923205v1,"Synthesis, characterization and biological properties of new hybrid carbosilane-viologen-phosphorus dendrimers",https://data.archives-ouvertes.fr/document/hal-01923205,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Sylvia Moreno-- Aleksandra Szwed-- Nabil El brahmi-- Katarzyna Milowska-- Joanna Kurowska-- et al.. Synthesis-- characterization and biological properties of new hybrid carbosilane-viologen-phosphorus dendrimers. RSC Advances-- Royal Society of Chemistry-- 2015-- 5 (33)-- pp.25942-25958. &#x27E8;10.1039/C5RA00960J&#x27E9;. &#x27E8;hal-01923205&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923207v1,Fluorescent phosphorus dendrimer as a spectral nanosensor for macrophage polarization and fate tracking in spinal cord injury,https://data.archives-ouvertes.fr/document/hal-01923207,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Antos Shakhbazau-- Manoj Mishra-- Tak-Ho Chu-- Craig Brideau-- Karen Cummins-- et al.. Fluorescent phosphorus dendrimer as a spectral nanosensor for macrophage polarization and fate tracking in spinal cord injury. Macromolecular Bioscience-- Wiley-VCH Verlag-- 2015-- 15 (11)-- pp.1523-1534. &#x27E8;10.1002/mabi.201500150&#x27E9;. &#x27E8;hal-01923207&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923208v1,Phosphorus-containing nanoparticles: biomedical patents review,https://data.archives-ouvertes.fr/document/hal-01923208,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Dzmitry Shcharbin-- N. Shcharbina-- Antos Shakhbazau-- S. Mignani-- Jean Pierre Majoral-- et al.. Phosphorus-containing nanoparticles: biomedical patents review. Expert Opinion on Therapeutic Patents-- Informa Healthcare-- 2015-- 25 (5)-- pp.1-10. &#x27E8;10.1517/13543776.2015.1010512&#x27E9;. &#x27E8;hal-01923208&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923210v1,Cationic phosphorus dendrimers and therapy for Alzheimer's disease,https://data.archives-ouvertes.fr/document/hal-01923210,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Tomasz Wasiak-- Monika Marcinkowska-- Ireneusz Pieszynski-- M. Zablocka-- A.-M. Caminade-- et al.. Cationic phosphorus dendrimers and therapy for Alzheimer's disease. New Journal of Chemistry-- Royal Society of Chemistry-- 2015-- 39 (6)-- pp.4852-4859. &#x27E8;10.1039/C5NJ00309A&#x27E9;. &#x27E8;hal-01923210&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923211v1,(+)-Cinchonine-decorated dendrimers as recoverable organocatalysts,https://data.archives-ouvertes.fr/document/hal-01923211,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Jordi Rull-- Marti Casals-- Rosa M. Sebastian-- Adelina Vallribera-- Jean Pierre Majoral-- et al.. (+)-Cinchonine-decorated dendrimers as recoverable organocatalysts. ChemCatChem-- Wiley-- 2015-- 7 (17)-- pp.2698-2704. &#x27E8;10.1002/cctc.201500580&#x27E9;. &#x27E8;hal-01923211&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923214v1,Que faire avec des dendrimères phosphorés ?,https://data.archives-ouvertes.fr/document/hal-01923214,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Armelle Ouali-- Cédric-Olivier Turrin-- Jean Pierre Majoral-- A.-M. Caminade. Que faire avec des dendrimères phosphorés ?. L'Actualité Chimique-- Société chimique de France-- 2015-- 392-- pp.vi-vii. &#x27E8;hal-01923214&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923218v1,Phosphorus dendrimers and photodynamic therapy. Spectroscopic studies on two dendrimer-photosensitizer complexes: Cationic phosphorus dendrimer with rose bengal and anionic phosphorus dendrimer with methylene blue,https://data.archives-ouvertes.fr/document/hal-01923218,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Monika Dabrzalska-- M. Zablocka-- S. Mignani-- Jean Pierre Majoral-- B. Klajnert-Maculewicz. Phosphorus dendrimers and photodynamic therapy. Spectroscopic studies on two dendrimer-photosensitizer complexes: Cationic phosphorus dendrimer with rose bengal and anionic phosphorus dendrimer with methylene blue. International Journal of Pharmaceutics-- Elsevier-- 2015-- 492 (1–2)-- pp.266-274. &#x27E8;10.1016/j.ijpharm.2015.06.014&#x27E9;. &#x27E8;hal-01923218&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923219v1,Synthesis and characterization of bifunctional dendrimers: preliminary use for the coating of gold surfaces and the proliferation of human osteoblasts (HOB),https://data.archives-ouvertes.fr/document/hal-01923219,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Edwin de Jong-- Nicole Deloch-- Wolfgang Knoll-- Cédric-Olivier Turrin-- Jean Pierre Majoral-- et al.. Synthesis and characterization of bifunctional dendrimers: preliminary use for the coating of gold surfaces and the proliferation of human osteoblasts (HOB). New Journal of Chemistry-- Royal Society of Chemistry-- 2015-- 39 (9)-- pp.7194-7205. &#x27E8;10.1039/C5NJ00620A&#x27E9;. &#x27E8;hal-01923219&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923220v1,Anticancer siRNA cocktails as a novel tool to treat cancer cells. Part (B). Efficiency of pharmacological action,https://data.archives-ouvertes.fr/document/hal-01923220,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Volha Dzmitruk-- Aleksandra Szulc-- Dzmitry Shcharbin-- A. Janaszewska-- Natallia Shcharbina-- et al.. Anticancer siRNA cocktails as a novel tool to treat cancer cells. Part (B). Efficiency of pharmacological action. International Journal of Pharmaceutics-- Elsevier-- 2015-- 485 (1–2)-- pp.288-294. &#x27E8;10.1016/j.ijpharm.2015.03.034&#x27E9;. &#x27E8;hal-01923220&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923221v1,Effect of dendritic polymers on a simple model biological membrane,https://data.archives-ouvertes.fr/document/hal-01923221,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,K. Ciepluch-- B. Nystrom-- D. Appelhans-- M. Zablocka-- M. Bryszewska-- et al.. Effect of dendritic polymers on a simple model biological membrane. Journal of Polymer Research-- Springer Verlag-- 2015-- 22 (9)-- pp.1-10. &#x27E8;10.1007/s10965-015-0825-0&#x27E9;. &#x27E8;hal-01923221&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923223v1,The key role of the scaffold on the efficiency of dendrimer nanodrugs,https://data.archives-ouvertes.fr/document/hal-01923223,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,A.-M. Caminade-- Séverine Fruchon-- Cédric-Olivier Turrin-- Mary Poupot-- Armelle Ouali-- et al.. The key role of the scaffold on the efficiency of dendrimer nanodrugs. Nature Communications-- Nature Publishing Group-- 2015-- 6-- pp.7722. &#x27E8;10.1038/ncomms8722&#x27E9;. &#x27E8;hal-01923223&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923224v1,Phosphorus dendrimers as supports of transition metal catalysts,https://data.archives-ouvertes.fr/document/hal-01923224,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,A.-M. Caminade-- Armelle Ouali-- Regis Laurent-- Jean Pierre Majoral. Phosphorus dendrimers as supports of transition metal catalysts. Inorganica Chimica Acta-- Elsevier-- 2015-- 431-- pp.3-20. &#x27E8;10.1016/j.ica.2014.10.035&#x27E9;. &#x27E8;hal-01923224&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923225v1,The dendritic effect illustrated with phosphorus dendrimers,https://data.archives-ouvertes.fr/document/hal-01923225,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,A.-M. Caminade-- Armelle Ouali-- Regis Laurent-- Cédric-Olivier Turrin-- Jean Pierre Majoral. The dendritic effect illustrated with phosphorus dendrimers. Chemical Society Reviews-- Royal Society of Chemistry-- 2015-- 44 (12)-- pp.3890-3899. &#x27E8;10.1039/C4CS00261J&#x27E9;. &#x27E8;hal-01923225&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923226v1,Investigations on dendrimer space reveal solid and liquid tumor growth-inhibition by original phosphorus-based dendrimers and the corresponding monomers and dendrons with ethacrynic acid motifs,https://data.archives-ouvertes.fr/document/hal-01923226,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Nabil El brahmi-- Serge M. Mignani-- Joachim Caron-- S. El Kazzouli-- Mosto M. Bousmina-- et al.. Investigations on dendrimer space reveal solid and liquid tumor growth-inhibition by original phosphorus-based dendrimers and the corresponding monomers and dendrons with ethacrynic acid motifs. Nanoscale-- Royal Society of Chemistry-- 2015-- 7 (9)-- pp.3915-3922. &#x27E8;10.1039/C4NR05983B&#x27E9;. &#x27E8;hal-01923226&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923227v1,"Haemolytic activity and cellular toxicity of SBA-15-type silicas: elucidating the role of the mesostructure, surface functionality and linker length",https://data.archives-ouvertes.fr/document/hal-01923227,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Małgorzata Ferenc-- Nadia Katir-- Katarzyna Milowska-- M. Bousmina-- Jean Pierre Majoral-- et al.. Haemolytic activity and cellular toxicity of SBA-15-type silicas: elucidating the role of the mesostructure-- surface functionality and linker length. Journal of materials chemistry‎ B-- Royal Society of Chemistry-- 2015-- 3 (13)-- pp.2714-2724. &#x27E8;10.1039/C4TB01901F&#x27E9;. &#x27E8;hal-01923227&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923228v1,Spectroscopic and molecular structure investigation of the phosphorus-containing G′2 dendrimer with terminal aldehyde groups using DFT method,https://data.archives-ouvertes.fr/document/hal-01923228,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,V. L. Furer-- A. E. Vandyukov-- Jean Pierre Majoral-- A.-M. Caminade-- V. I. Kovalenko. Spectroscopic and molecular structure investigation of the phosphorus-containing G′2 dendrimer with terminal aldehyde groups using DFT method. Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy-- Elsevier-- 2015-- 137-- pp.220-226. &#x27E8;10.1016/j.saa.2014.08.067&#x27E9;. &#x27E8;hal-01923228&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923229v1,Raman spectroscopy studies of phosphorus dendrimers with phenoxy and deuterophenoxy terminal groups,https://data.archives-ouvertes.fr/document/hal-01923229,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,V. L. Furer-- A. E. Vandyukov-- C. Padie-- Jean Pierre Majoral-- A.-M. Caminade-- et al.. Raman spectroscopy studies of phosphorus dendrimers with phenoxy and deuterophenoxy terminal groups. Vibrational Spectroscopy-- Elsevier-- 2015-- 80-- pp.17-23. &#x27E8;10.1016/j.vibspec.2015.06.002&#x27E9;. &#x27E8;hal-01923229&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923231v1,"DFT study of structure, IR and Raman spectra of dendrimer with PNPS linkages and its complexation with gold",https://data.archives-ouvertes.fr/document/hal-01923231,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,V. L. Furer-- A. E. Vandyukov-- Jean Pierre Majoral-- A.-M. Caminade-- Sébastien Gottis-- et al.. DFT study of structure-- IR and Raman spectra of dendrimer with PNPS linkages and its complexation with gold. Journal of Molecular Structure-- Elsevier-- 2015-- 1084-- pp.103-113. &#x27E8;10.1016/j.molstruc.2014.12.026&#x27E9;. &#x27E8;hal-01923231&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-01923232v1,"Comparative DFT study of structure, reactivity and IR spectra of phosphorus-containing dendrons with PNPS linkages, vinyl and azide functional groups",https://data.archives-ouvertes.fr/document/hal-01923232,2015-01-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,V. L. Furer-- A. E. Vandyukov-- Jean Pierre Majoral-- A.-M. Caminade-- Sébastien Gottis-- et al.. Comparative DFT study of structure-- reactivity and IR spectra of phosphorus-containing dendrons with PNPS linkages-- vinyl and azide functional groups. Journal of Molecular Structure-- Elsevier-- 2015-- 1091-- pp.6-15. &#x27E8;10.1016/j.molstruc.2015.02.067&#x27E9;. &#x27E8;hal-01923232&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/inserm-02472244v1,A Phosphorus-Based Dendrimer Targets Inflammation and Osteoclastogenesis in Experimental Arthritis,https://data.archives-ouvertes.fr/document/inserm-02472244,2011-05-04,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Myriam Hayder-- Mary Poupot-- M. Baron-- D. Nigon-- A.-M. Caminade-- et al.. A Phosphorus-Based Dendrimer Targets Inflammation and Osteoclastogenesis in Experimental Arthritis. Science Translational Medicine-- American Association for the Advancement of Science-- 2011-- 3 (81)-- pp.81ra35-81ra35. &#x27E8;10.1126/scitranslmed.3002212&#x27E9;. &#x27E8;inserm-02472244&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/inserm-02472251v1,Dendrimers ended by non-symmetrical azadiphosphonate groups: Synthesis and immunological properties,https://data.archives-ouvertes.fr/document/inserm-02472251,2009-07-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Patrice Marchand-- Laurent Griffe-- Mary Poupot-- Cédric-Olivier Turrin-- Gérard Bacquet-- et al.. Dendrimers ended by non-symmetrical azadiphosphonate groups: Synthesis and immunological properties. Bioorganic and Medicinal Chemistry Letters-- Elsevier-- 2009-- 19 (14)-- pp.3963-3966. &#x27E8;10.1016/j.bmcl.2009.03.003&#x27E9;. &#x27E8;inserm-02472251&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/inserm-02472254v1,Anti-inflammatory and immunosuppressive activation of human monocytes by a bioactive dendrimer,https://data.archives-ouvertes.fr/document/inserm-02472254,2009-03-01,https://data.archives-ouvertes.fr/structure/2922,Centre de Physiopathologie Toulouse Purpan,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,Hôpital de Purpan Place du Docteur Baylac 31024 TOULOUSE CEDEX 3,Séverine Fruchon-- Mary Poupot-- Ludovic Martinet-- Cédric-Olivier Turrin-- Jean Pierre Majoral-- et al.. Anti-inflammatory and immunosuppressive activation of human monocytes by a bioactive dendrimer. Journal of Leukocyte Biology-- Society for Leukocyte Biology-- 2009-- 85 (3)-- pp.553-562. &#x27E8;10.1189/jlb.0608371&#x27E9;. &#x27E8;inserm-02472254&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/inserm-02472254v1,Anti-inflammatory and immunosuppressive activation of human monocytes by a bioactive dendrimer,https://data.archives-ouvertes.fr/document/inserm-02472254,2009-03-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Séverine Fruchon-- Mary Poupot-- Ludovic Martinet-- Cédric-Olivier Turrin-- Jean Pierre Majoral-- et al.. Anti-inflammatory and immunosuppressive activation of human monocytes by a bioactive dendrimer. Journal of Leukocyte Biology-- Society for Leukocyte Biology-- 2009-- 85 (3)-- pp.553-562. &#x27E8;10.1189/jlb.0608371&#x27E9;. &#x27E8;inserm-02472254&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/inserm-02472260v1,Tailored Control and Optimisation of the Number of Phosphonic Acid Termini on Phosphorus-Containing Dendrimers for the Ex-Vivo Activation of Human Monocytes,https://data.archives-ouvertes.fr/document/inserm-02472260,2008-05-29,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Olivier Rolland-- Laurent Griffe-- Mary Poupot-- Alexandrine Maraval-- Armelle Ouali-- et al.. Tailored Control and Optimisation of the Number of Phosphonic Acid Termini on Phosphorus-Containing Dendrimers for the Ex-Vivo Activation of Human Monocytes. Chemistry - A European Journal-- Wiley-VCH Verlag-- 2008-- 14 (16)-- pp.4836-4850. &#x27E8;10.1002/chem.200701063&#x27E9;. &#x27E8;inserm-02472260&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/inserm-02472267v1,Multiplication of Human Natural Killer Cells by Nanosized Phosphonate-Capped Dendrimers,https://data.archives-ouvertes.fr/document/inserm-02472267,2007-03-26,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Laurent Griffe-- Mary Poupot-- Patrice Marchand-- Alexandrine Maraval-- Cédric-Olivier Turrin-- et al.. Multiplication of Human Natural Killer Cells by Nanosized Phosphonate-Capped Dendrimers. Angewandte Chemie International Edition-- Wiley-VCH Verlag-- 2007-- 46 (14)-- pp.2523-2526. &#x27E8;10.1002/anie.200604651&#x27E9;. &#x27E8;inserm-02472267&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/inserm-02472268v1,Design of phosphorylated dendritic architectures to promote human monocyte activation,https://data.archives-ouvertes.fr/document/inserm-02472268,2006-11-01,https://data.archives-ouvertes.fr/structure/461,Laboratoire de chimie de coordination,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,205 Route de Narbonne 31077 TOULOUSE CEDEX 4,Mary Poupot-- Laurent Griffe-- Patrice Marchand-- Alexandrine Maraval-- Olivier Rolland-- et al.. Design of phosphorylated dendritic architectures to promote human monocyte activation. FASEB Journal-- Federation of American Society of Experimental Biology-- 2006-- 20 (13)-- pp.2339-2351. &#x27E8;10.1096/fj.06-5742com&#x27E9;. &#x27E8;inserm-02472268&#x27E9;
https://data.archives-ouvertes.fr/author/382356,https://data.archives-ouvertes.fr/document/hal-00166009v1,Cyclic beta-iminophosphine: new P. stereogenic ligand for the asymmetric catalyzed hydrogenation of ketones.,https://data.archives-ouvertes.fr/document/hal-00166009,2006-01-01,https://data.archives-ouvertes.fr/structure/24487,Institut de Chimie et Biochimie Moléculaires et Supramoléculaires,http://purl.org/spar/fabio/Article,France,,,Jean Pierre Majoral,"ICBMS UMR 5246 CNRS, Université de Lyon, Université Lyon 1, CNRS, INSA Lyon, CPE Lyon, bâtiment Lederer, 1 rue Victor Grignard, 69622 Villeurbanne Cedex, France",M.L. Christ-- M. Zablocka-- S. Spencer-- R. J. Lavender-- M. Lemaire-- et al.. Cyclic beta-iminophosphine: new P. stereogenic ligand for the asymmetric catalyzed hydrogenation of ketones.. Journal of Molecular Catalysis A: Chemical-- Elsevier-- 2006-- 245 (1-2)-- pp.210-216. &#x27E8;hal-00166009&#x27E9;
